"nama","kode_rs","tempat_tidur","telepon","lokasi.lat","lokasi.lon","alamat","tipe","wilayah"
"RS UMUM ARSANI","1902042",  79,"", -1.92130000,106.11800000,"JL. RAYA AIR KENANGA KEC. SUNGAILIAT KAB. BANGKA PROV. KEPULAUAN BANGKA BELITUNG","RS_RUJUKAN_PROVINSI","BANGKA, KEPULAUAN BANGKA BELITUNG"
"RS BHAYANGKARA JAMBI","1571034",  93,"(0741) 34409", -1.58914800,103.61799400,"JL. RADEN MATTAHER NO.3, RAJAWALI, KEC. PS. JAMBI, KOTA JAMBI, JAMBI 36361","RS_RUJUKAN_PROVINSI","KOTA JAMBI, JAMBI"
"RS UMUM  AMALIA MEDIKA","1404027",  48,"(0761) 95348",  0.40651000,101.85845200,"JL LINTAS TIMUR PANGKALAN KERINCI - PELALAWAN - RIAU","RS_RUJUKAN_PROVINSI","PELALAWAN, RIAU"
"RS UMUM DAERAH DR. IBNU SUTOWO BATURAJA","1601013", 173,"(0735) 320118", -4.12391900,104.16703500,"JL. DR. M. HATTA NO.1, BATURAJA LAMA, KEC. BATURAJA TIMUR, KABUPATEN OGAN KOMERING ULU, SUMATERA SELATAN 32121","RS_RUJUKAN_PROVINSI","OGAN KOMERING ULU, SUMATERA SELATAN"
"RS ISLAM AT-TAQWA GUMAWANG","1609012", 105,"", -4.11249200,104.63395800,"JL.INSPEKSI IRIGASI KOMERING, TANAH MERAH, KEC. BELITANG MADANG RAYA","RS_RUJUKAN_PROVINSI","OGAN KOMERING ULU TIMUR, SUMATERA SELATAN"
"RS UMUM DR. NOESMIR BATURAJA","1601002",  96,"(0735) 320123", -4.12254300,104.16770900,"JLN. DR. MOH HATTA NO 64","RS_RUJUKAN_PROVINSI","OGAN KOMERING ULU, SUMATERA SELATAN"
"RS UMUM BINA SEHAT MANDIRI","3174497",  22,"(021) 5669412", -6.18564900,106.77148700,"JL. DURI RAYA NO. 22 DURI KEPA JAKBAR","RS_RUJUKAN_PROVINSI","JAKARTA BARAT, DKI JAKARTA"
"RS UMUM DAERAH  SELASIH RIAU","1404014", 141,"(0761) 493986",  0.41153300,101.84014100,"PANGKALAN KERINCI BARAT, PANGKALAN KERINCI, PANGKALAN KERINCI BAR., KEC. PELALAWAN, KABUPATEN PELALAWAN, RIAU 28654","RS_RUJUKAN_PROVINSI","PELALAWAN, RIAU"
"RS UMUM TK IV SLAMET RIYADI SURAKARTA","3372030", 110,"", -7.56589378,110.80530077,"JL. SLAMET RIYADI 321,SURAKARTA","RS_RUJUKAN_PROVINSI","KOTA SURAKARTA, JAWA TENGAH"
"RS UMUM DAERAH H. SAHUDIN KUTACANE","1104011", 196,"0644 21011",  3.76794000, 97.58910000,"JL. RAYA KUTACANE - BLANG KEJERAN KM 3 KUTACANE","RS_RUJUKAN_PROVINSI","ACEH TENGGARA, ACEH"
"RS JIWA DAERAH  DR. AMINO GONDOHUTOMO","3374123", 366,"(024) 6722565", -7.00946300,110.46326800,"JL. BRIGJEN SUDIARTO NO. 347, PEDURUNGAN, KOTA SEMARANG","RS_RUJUKAN_PROVINSI","KOTA SEMARANG, JAWA TENGAH"
"RS UMUM DAERAH H. ABDUL MANAP","1571158", 194,"(0741) 670459", -1.64091300,103.57980300,"JL. SK.RD.SYAHBUDDIN,KEC.ALAM BARAJO, LKR. SEL., KEC. JAMBI SEL., KOTA JAMBI, JAMBI 36125","RS_RUJUKAN_PROVINSI","KOTA JAMBI, JAMBI"
"RS UMUM DAERAH DATU BERU TAKENGON","1106013", 390,"(0643) 21396",  4.63633770, 96.85176155,"JL. RUMAH SAKIT NO.153 KEC. KEBAYAKAN","RS_RUJUKAN_PROVINSI","ACEH TENGAH, ACEH"
"RS UMUM DAERAH KONAWE","7403022", 157,"0408-2421014", -3.86804126,122.07778690,"JL. PANGERAN DIPONEGORO NO.301, KONAWE","RS_RUJUKAN_PROVINSI","KONAWE, SULAWESI TENGGARA"
"RS UMUM WALI SONGO I","3525091",  65,"(031) 7922662", -7.29020500,112.43575500,"GG. III, WONOREJO, KARANG SEMANDING, BALONGPANGGANG, KABUPATEN GRESIK, JAWA TIMUR 61173","RS_RUJUKAN_PROVINSI","GRESIK, JAWA TIMUR"
"RS UMUM  SURYA INSANI","1407014",  60,"0823-9058-4363",  0.84984800,100.32371700,"JL DIPONEGORO KM 4 PASIR PENGARAIAN","RS_RUJUKAN_PROVINSI","ROKAN HULU, RIAU"
"RS JIWA DR. SOEHARTO HEERJAN","3174041", 253,"(021) 5682841", -6.16287820,106.78857690,"JL. PROF.DR.LATUMETEN NO. 1 JAKARTA BARAT","RS_RUJUKAN_PROVINSI","JAKARTA BARAT, DKI JAKARTA"
"RS UMUM DAERAH DOLOPO","3519024", 154,"(0351) 385266", -7.74337200,111.52948900,"JL. RAYA DOLOPO NO. 117, DOLOPO, MADIUN","RS_RUJUKAN_PROVINSI","MADIUN, JAWA TIMUR"
"RS IBU DAN ANAK MUHAYA","1971003",  56,"(0717) 436997", -2.11292800,106.11192600,"JL.JEND.SUDIRMAN PANGKALPINANG KEPULAUAN BANGKA BELITUNG","RS_RUJUKAN_PROVINSI","KOTA PANGKALPINANG, KEPULAUAN BANGKA BELITUNG"
"RS UMUM DAERAH DR. SOEKARDJO","3206011", 478,"(0265) 331683", -7.33192000,108.22507300,"JL. RUMAH SAKIT 33 TASIKMALAYA","RS_RUJUKAN_PROVINSI","KOTA TASIKMALAYA, JAWA BARAT"
"RS ADI HUSADA UNDAAN","3578064", 293,"(031) 5318000", -7.25161600,112.74586600,"JL. UNDAAN WETAN NO. 40-44, SURABAYA","RS_RUJUKAN_PROVINSI","KOTA SURABAYA, JAWA TIMUR"
"RS KHUSUS PARU KABUPATEN KARAWANG","3215146",  85,"(0264) 8360156", -6.37049300,107.52337700,"JL. RAYA JATISARI NO.3, JATISARI, KEC. JATISARI, KABUPATEN KARAWANG, JAWA BARAT 41374","RS_RUJUKAN_PROVINSI","KARAWANG, JAWA BARAT"
"RS UMUM DAERAH LAMADDUKKELLENG KABUPATEN WAJO","7313012", 235,"(0485) 21785", -4.14847500,120.04161800,"JL. KARTIKA CHANDRA KIRANA NO. 9 SENGKANG","RS_RUJUKAN_PROVINSI","WAJO, SULAWESI SELATAN"
"RS UMUM AL-ISLAM BANDUNG","3273420", 276,"", -6.93920000,107.66900000,"JL. SOEKARNO. HATTA 644 BANDUNG","RS_RUJUKAN_PROVINSI","KOTA BANDUNG, JAWA BARAT"
"RS UMUM DAERAH SEJIRAN SETASON","1903013", 117,"", -2.05475100,105.22130200,"BELO LAUT, MENTOK, KABUPATEN BANGKA BARAT, KEPULAUAN BANGKA BELITUNG 33351","RS_RUJUKAN_PROVINSI","BANGKA BARAT, KEPULAUAN BANGKA BELITUNG"
"RS UMUM ZAHIRAH","3171702", 110,"(021) 7872210", -6.33575100,106.82362200,"JL. SIRSAK NO.21 RT/RW 009/001,JAGAKARSA,JAKSEL","RS_RUJUKAN_PROVINSI","JAKARTA SELATAN, DKI JAKARTA"
"RSU HERMINA TANGKUBANPRAHU","3573246", 100,"(0341) 325082", -7.97818488,112.62449532,"JL. TANGKUBANPRAHU NO. 31-33 MALANG","RS_RUJUKAN_PROVINSI","KOTA MALANG, JAWA TIMUR"
"RS UMUM DAERAH DEPATI BAHRIN","1901016", 152,"", -1.88330000,106.13900000,"JL. JEND SUDIRMAN NO.195, KEL.PARIT PADANG KEC.SUNGAILIAT PROPINSI KEPULAUAN BANGKA BELITUNG","RS_RUJUKAN_PROVINSI","BANGKA, KEPULAUAN BANGKA BELITUNG"
"RS UMUM DATOE BINANGKANG","7101013",  97,"(0434) 21574",  0.86382900,124.03558300,"JL. TRANS SULAWESI DESA LOLAK II KEC. LOLAK SULAWESI UTARA","RS_RUJUKAN_PROVINSI","BOLAANG MONGONDOW, SULAWESI UTARA"
"RS UMUM LIRA MEDIKA","3215156", 185,"", -6.30190164,107.32666483,"JL. SYECH QURO NO.14, PALUMBONSARI - LAMARAN, KARAWANG","RS_RUJUKAN_PROVINSI","KARAWANG, JAWA BARAT"
"RS UMUM DAERAH M.A. SENTOT PATROL","3212031", 142,"(0234) 610333", -6.31917050,108.00385260,"JL. RAYA PATROL KM. 46 PATROL KAB. INDRAMAYU","RS_RUJUKAN_PROVINSI","INDRAMAYU, JAWA BARAT"
"RS UMUM BHAYANGKARA BRIMOB","3276039", 109,"(021) 87704691", -6.35461900,106.84931600,"JL. KOMJEN.POL.M.JASIN JL. KLP. DUA RAYA, PASIR GN. SEL., KEC. CIMANGGIS, KOTA DEPOK, JAWA BARAT 16451","RS_RUJUKAN_PROVINSI","KOTA DEPOK, JAWA BARAT"
"RS UMUM BHAYANGKARA POLDA DIY","3404184",  58,"(0274) 498278", -7.76614200,110.47182700,"JL JOGYA - SOLO KM. 14 GLONDONG TIRTOMARTANI KALASAN SLEMAN","RS_RUJUKAN_PROVINSI","SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
"RS UMUM PIRU","8106010",  60,NA, -3.08549000,128.21048600,"JL. ARTERI PIRU","RS_RUJUKAN_PROVINSI","SERAM BAGIAN BARAT, MALUKU"
"RS UMUM SOEDARSONO DARMOSOEWITO","2071059", 100,"(0778) 711960",  1.12084600,104.14063100,"JL. HANG KESTURI KM 4,5 KABIL BATAM","RS_RUJUKAN_PROVINSI","KOTA BATAM, KEPULAUAN RIAU"
"RS UMUM SULTAN AGUNG SEMARANG","3374076", 400,"", -6.95560000,110.46100000,"JL. RAYA KALIGAWE KM.4,SEMARANG","RS_RUJUKAN_PROVINSI","KOTA SEMARANG, JAWA TENGAH"
"RS UMUM DAERAH H. ABDUL MANAN SIMATUPANG","1208016", 199,"(0623) 41785",  2.98085700, 99.62206600,"JL. SISINGAMANGARAJA NO. 310 KISARAN","RS_RUJUKAN_PROVINSI","ASAHAN, SUMATERA UTARA"
"RSPAU DR.  SUHARDI HARJOLUKITO","3471074", 282,"(0274) 444702", -7.79747300,110.41019900,"JL. RAYA JANTI BLOK O YOGYAKARTA","RS_RUJUKAN_PROVINSI","BANTUL, DAERAH ISTIMEWA YOGYAKARTA"
"RS UMUM DAERAH  KEC.MANDAU","1408032", 208,"(0765) 596341",  1.27960000,101.16857200,"JL. STADION NO.10, AIR JAMBAN, KEC. MANDAU, KABUPATEN BENGKALIS, RIAU 28784","RS_RUJUKAN_PROVINSI","BENGKALIS, RIAU"
"RS UMUM DAERAH DR. A. DADI TJOKRODIPO","1871048", 126,NA, -5.43960000,105.25400000," JL. BASUKI RACHMAD NO.73 TELUK BETUNG UTARA, BANDAR LAMPUNG","RS_RUJUKAN_PROVINSI","KOTA BANDAR LAMPUNG, LAMPUNG"
"RS BHAYANGKARA TK II HS. SAMSOERI MERTOJOSO","3578764", 307,"(031) 8292227", -7.34000000,112.70000000,"JL. A. YANI NO.116, SURABAYA","RS_RUJUKAN_PROVINSI","KOTA SURABAYA, JAWA TIMUR"
"RS UMUM DAERAH LINGGAJATI KUNINGAN","3208059", 150,"",  5.00000000,  0.00000000,"KOMPLEK PERKANTORAN PEMERINTAH DAERAH OGAN ILIR DESA SEJARO SAKTI KECAMATAN INDRALAYA","RS_RUJUKAN_PROVINSI","KUNINGAN, JAWA BARAT"
"RS SURYA MEDIKA","3525097",  66,"(031) 7914025", -7.30161200,112.62088900,"JL. LABAN KULON 58 MENGANTI","RS_RUJUKAN_PROVINSI","GRESIK, JAWA TIMUR"
"RS PARU PROVINSI JAWA BARAT","3209036", 100,"(0231) 8330707", -6.75010000,108.52500000,"JL. PANGERAN KEJAKSAN PO.BOX 4 DESA SIDAWANGI, KECAMATAN SUMBER KAB. CIREBON","RS_RUJUKAN_PROVINSI","CIREBON, JAWA BARAT"
"RS SUMBER HIDUP GPM","8171085",  57,"(0911) 352373", -3.69552600,128.18292500,"JL. ANTHONY REBOK NO.11, KEL HONIPOPU, SIRIMAU, KOTA AMBON, MALUKU","RS_RUJUKAN_PROVINSI","KOTA AMBON, MALUKU"
"RS UMUM PUSAT PERTAMINA","3171023", 490,"(021) 7219000", -6.24012981,106.79331332,"JL. KYAI MAJA NO.43 KEBAYORAN BARU,JAKARTA SELATAN","RS_RUJUKAN_PROVINSI","JAKARTA SELATAN, DKI JAKARTA"
"RSU HERMINA BOGOR","3271115", 160,"+622518382525", -6.55725100,106.77435800,"JL. RING ROAD I KAV PERUMAHAN, JL. RING ROAD TAMAN YASMIN NO.23, 25, 27, RT.08/RW.08, CURUGMEKAR, KEC. BOGOR BAR., KOTA BOGOR, JAWA BARAT 16113","RS_RUJUKAN_PROVINSI","KOTA BOGOR, JAWA BARAT"
"RS UMUM DAERAH PANDAN ARANG BOYOLALI","3309015", 266,"", -7.53300000,110.59100000,"JL. KANTIL NO. 14 BOYOLALI","RS_RUJUKAN_PROVINSI","BOYOLALI, JAWA TENGAH"
"RS UMUM HERMINA DEPOK","3201126", 277,"(021) 77202525", -6.39990000,106.82500000,"JL. RAYA SILIWANGI NO. 50 PANCORAN MAS DEPOK","RS_RUJUKAN_PROVINSI","KOTA DEPOK, JAWA BARAT"
"RS UMUM DAERAH INCHE ABDOEL MOEIS","6472118", 155,"(0541) 7268893", -0.50350000,117.15700000,"JL. H. A. M. RIFADDIN NO.1, HARAPAN BARU, KEC. LOA JANAN ILIR, KOTA SAMARINDA, KALIMANTAN TIMUR 75251","RS_RUJUKAN_PROVINSI","KOTA SAMARINDA, KALIMANTAN TIMUR"
"RS UMUM PERTAMINA PALEMBANG","1671024",  81,"(0711) 597444", -2.99346500,104.82495500,"KOMPLEK PERTAMINA UP III, JL. PENGANTINGAN NO.1, KOMPERTA, KEC. PLAJU, KOTA PALEMBANG, SUMATERA SELATAN 30967","RS_RUJUKAN_PROVINSI","KOTA PALEMBANG, SUMATERA SELATAN"
"RS UMUM DAERAH GAMBIRAN","3571016", 418,"(0354) 2810000", -7.83946800,112.03191400,"JL. KAPTEN PIERRE TENDEAN NO. 16 KOTA KEDIRI","RS_RUJUKAN_PROVINSI","KOTA KEDIRI, JAWA TIMUR"
"RS ANAK DAN BUNDA HARAPAN KITA","3174260", 291,"(021) 5668284", -6.18471500,106.79901100,"JL. LET.JEND. S PARMAN KAV. 87 SLIPI JAKBAR","RS_RUJUKAN_PROVINSI","JAKARTA BARAT, DKI JAKARTA"
"RS UMUM DAERAH DJOJONEGORO TEMANGGUNG","3323013", 414,"", -7.30956215,110.17927895,"JL.GAJAHMADA 1A","RS_RUJUKAN_PROVINSI","TEMANGGUNG, JAWA TENGAH"
"RS UMUM SENTRA MEDIKA CIBINONG","3201230", 215,"(021) 87909999", -6.48048700,106.86486600,"JL. MAYOR OKING JAYA ATMAJA NO.9 BOGOR","RS_RUJUKAN_PROVINSI","BOGOR, JAWA BARAT"
"RS UMUM DAERAH DR. SOEHADI PRIJONEGORO","3314012", 346,"(0271) 891068", -7.41848900,111.03841300,"JL. SUKOWATI NO.534, NGRANDU, NGLOROG, KEC. SRAGEN, KABUPATEN SRAGEN, JAWA TENGAH 57272","RS_RUJUKAN_PROVINSI","SRAGEN, JAWA TENGAH"
"RS UMUM DAERAH OGAN KOMERING ULU TIMUR","1609083", 149,"", -4.07847500,104.64870500,"TULUS AYU, BELITANG MADANG RAYA, TULUS AYU, BELITANG MADANG RAYA, KABUPATEN OGAN KOMERING ULU TIMUR, SUMATERA SELATAN 32382","RS_RUJUKAN_PROVINSI","OGAN KOMERING ULU TIMUR, SUMATERA SELATAN"
"RS UMUM DAERAH DEMANG SEPULAU RAYA","1805034", 133,"(0725) 529828", -5.01244000,105.21023500,"JL. LINTAS SUMATRA NO. 4 A, KAMPUNG TERBANGGI AGUNG, KEC. GUNUNG SUGIH, TERBANGGI AGUNG, LAMPUNG TENGAH, KABUPATEN LAMPUNG TENGAH, LAMPUNG 34172","RS_RUJUKAN_PROVINSI","LAMPUNG TENGAH, LAMPUNG"
"RS TK. II PROF. DR. J. A. LATUMETEN","8171026", 140,"(0911) 353555", -3.70105900,128.17891500,"JALAN DR. TAMAELA NO.2, KEL SILALE, NUSANIWE, KOTA AMBON, MALUKU","RS_RUJUKAN_PROVINSI","KOTA AMBON, MALUKU"
"RS UMUM DAERAH KOTA BAU BAU","7472016", 163,"(0402) 2825357", -5.48183800,122.59472300,"JL. DRS. H. LA ODE MANARFA BAADIA, MURHUM, KOTA BAU-BAU, SULAWESI TENGGARA 93724","RS_RUJUKAN_PROVINSI","KOTA BAU BAU, SULAWESI TENGGARA"
"RS UMUM DAERAH KOTA PRABUMULIH","1672015", 159,"(0713) 3300400", -3.40078100,104.27725200,"JALAN LINGKAR, GUNUNG IBUL, PRABUMULIH TIMUR, GN. IBUL, KEC. PRABUMULIH TIM., KOTA PRABUMULIH, SUMATERA SELATAN 31146","RS_RUJUKAN_PROVINSI","KOTA PRABUMULIH, SUMATERA SELATAN"
"RS PELABUHAN PALEMBANG","1671333",  78,"(0711) 712841", -2.97892500,104.77663400,"JL. MAYOR MEMET SASTRA WIRYA NO.1, LAWANG KIDUL, KEC. ILIR TIM. II, KOTA PALEMBANG, SUMATERA SELATAN","RS_RUJUKAN_PROVINSI","KOTA PALEMBANG, SUMATERA SELATAN"
"RSU BHAYANGKARA TK II SARTIKA ASIH","3273026", 194,"", -6.95667674,107.61298169,"JL. MOCH. TOHA NO. 369 BANDUNG","RS_RUJUKAN_PROVINSI","KOTA BANDUNG, JAWA BARAT"
"RS PARU JEMBER","3509043", 112,"(0331) 411781", -8.15980900,113.70554700,"JL. NUSA INDAH NO. 28 JEMBER","RS_RUJUKAN_PROVINSI","JEMBER, JAWA TIMUR"
"RS UMUM PRIKASIH","3171574", 154,"(021) 7501192", -6.31454100,106.79392000,"JL. RS FATMAWATI RAYA NO. 74, PONDOK LABU, CILANDAK","RS_RUJUKAN_PROVINSI","JAKARTA SELATAN, DKI JAKARTA"
"RS UMUM DAERAH DR. RUBINI MEMPAWAH","6104014", 180,"(0561) 691981", -0.02250000,109.33000000,"JALAN RADEN KUSNO MEMPAWAH","RS_RUJUKAN_PROVINSI","MEMPAWAH, KALIMANTAN BARAT"
"RS UMUM DAERAH DR. MOHAMAD SALEH KOTA PROBOLINGGO","3574012", 255,"(0335) 433119", -7.74522800,113.21058500,"JL. MAYJEND PANJAITAN NO.65 KOTA PROBOLINGGO","RS_RUJUKAN_PROVINSI","KOTA PROBOLINGGO, JAWA TIMUR"
"RS UGM","3404189", 179,"(0274) 4530404", -7.74263900,110.35116100,"JL. KRONGGOHAN, KRANGGAHAN I, TRIHANGGO, KEC. GAMPING, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55291","RS_RUJUKAN_PROVINSI","SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
"RS PRIMASATYA HUSADA CITRA (PHC) SURABAYA","3578086", 237,"(031) 3294801", -7.20972200,112.73587500,"JL. PRAPAT KURUNG SELATAN NO 1 TANJUNG PERAK SURABAYA","RS_RUJUKAN_PROVINSI","KOTA SURABAYA, JAWA TIMUR"
"RS UMUM DAERAH BERIMAN","6471079", 132,"(0542) 792022", -1.26397400,116.84760200,"JL. MAYJEND SUTOYO RT 01 NO. 30 GN SARI ULU","RS_RUJUKAN_PROVINSI","KOTA BALIKPAPAN, KALIMANTAN TIMUR"
" RS UMUM DAERAH BATARA GURU","7317075", 147,NA, -3.15920000,120.24400000,"   JL. TOMAKAKA, DESA LEBANI, KEC. BELOPA UTARA, KAB. LUWU","RS_RUJUKAN_PROVINSI","LUWU, SULAWESI SELATAN"
"RS UMUM DAERAH YOWARI SENTANI","9271078", 152,"(0967) 593684", -2.53057600,140.71772500,"JL. RAYA SENTANI - DEPAPRE,DOYO BARU","RS_RUJUKAN_PROVINSI","JAYAPURA, PAPUA"
"RS UMUM HERMINA YOGYA","3404193",  56,"(0274) 2800808", -7.77025600,110.43277300,"JL. SELOKAN MATARAM, RT.06/RW.50, MEGUWO, MAGUWOHARJO, KEC. DEPOK, KABUPATEN SLEMAN, DAERAH ISTIMEWA YOGYAKARTA 55282","RS_RUJUKAN_PROVINSI","SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
"RS UMUM DAERAH SUNGAI LILIN","1606022",  56,"", -2.54061900,104.11241400,"BENTAYAN, TUNGKAL ILIR, BENTAYAN, TUNGKAL ILIR, KABUPATEN MUSI BANYUASIN, SUMATERA SELATAN 30755","RS_RUJUKAN_PROVINSI","MUSI BANYUASIN, SUMATERA SELATAN"
"RS UMUM MITRA KELUARGA KALIDERES","3174519", 130,"", -6.15314180,106.70299090,"JL PETA SELATAN NO 1 RT/RW 007/011 KEL KALIDERES KEC KALIDERES JAKARTA BARAT","RS_RUJUKAN_PROVINSI","JAKARTA BARAT, DKI JAKARTA"
"RS UMUM SANTA ELISABETH BATAM KOTA","2071053", 140,"(0778) 457357",  1.13576230,104.01435880,"JL. RAJA ALI KELANA, BELIAN BATAM KOTA","RS_RUJUKAN_PROVINSI","KOTA BATAM, KEPULAUAN RIAU"
"RS UMUM DAERAH BANDAR NEGARA HUSADA","1803035",  20,"(0721) 5617711", -5.29799230,105.40496032,"KOMPLEKS PEMPROV LAMPUNG KOTA BARU JATI AGUNG KABUPATEN LAMPUNG SELATAN 35365","RS_RUJUKAN_PROVINSI","LAMPUNG SELATAN, LAMPUNG"
"RS UMUM KARSA HUSADA KOTA BATU","3579030", 235,"(0341) 596898", -7.87229800,112.52345000,"JL. A.YANI NO.11-13 KOTA BATU","RS_RUJUKAN_PROVINSI","KOTA BATU, JAWA TIMUR"
"RS UMUM AWAL BROS BATAM","2071103", 195,"(0778) 431777",  1.12364220,104.01657823,"JL. GAJAH MADA KAV.I BALOI","RS_RUJUKAN_PROVINSI","KOTA BATAM, KEPULAUAN RIAU"
"RS UMUM KATHOLIK SURABAYA","3578042", 328,"(031) 5677562", -7.29075900,112.73599300,"JL. DIPONEGORO 51,SURABAYA","RS_RUJUKAN_PROVINSI","KOTA SURABAYA, JAWA TIMUR"
"RS UMUM DAERAH DR. MOHAMAD SOEWANDHIE","3578571", 433,"(031) 3717141", -7.24592900,112.75801100,"JL. TAMBAK REJO NO.45-47, TAMBAKREJO, KEC. SIMOKERTO, KOTA SBY, JAWA TIMUR 60142","RS_RUJUKAN_PROVINSI","KOTA SURABAYA, JAWA TIMUR"
"RS UMUM MITRA KELUARGA CIBUBUR","3275373", 121,"", -6.38380000,106.93300000,"JL. ALTERNATIF  TRANSYOGI, CIBUBUR","RS_RUJUKAN_PROVINSI","KOTA BEKASI, JAWA BARAT"
"RS UMUM DAERAH SUMEDANG","3211015", 560,"(0261) 201021", -6.85800000,107.92100000,"JL. PRABU GEUSAN ULUN NO 41 JL. PALASARI NO. 80 KABUPATEN SUMEDANG","RS_RUJUKAN_PROVINSI","SUMEDANG, JAWA BARAT"
"RS JIH","3404056", 236,NA, -7.75768180,110.40370810,"JL RING ROAD UTARA NO. 160 CONDONGCATUR DEPOK","RS_RUJUKAN_PROVINSI","SLEMAN, DAERAH ISTIMEWA YOGYAKARTA"
"RS UMUM DAERAH BREBES","3329012", 441,"", -6.87460000,109.04600000,"JL. JEND.SUDIRMAN NO.181, BREBES","RS_RUJUKAN_PROVINSI","BREBES, JAWA TENGAH"
"RS UMUM DAERAH SALEWANGANG MAROS","7309016", 182,"081524048396", -5.02860200,119.57238900,"JL. POROS MAROS-MAKASSAR KM 3 MAROS","RS_RUJUKAN_PROVINSI","MAROS, SULAWESI SELATAN"
"RS UMUM PELNI PETAMBURAN","3174026", 666,"(021) 5306901", -6.19294600,106.80375300,"JL. K. S. TUBUN 92-94 JAKBAR","RS_RUJUKAN_PROVINSI","JAKARTA BARAT, DKI JAKARTA"
"RS UMUM DAERAH KERTOSONO","3518022",2561,"(0358) 5501503", -7.60137900,112.09409500,"JL. PANGLIMA SUDIRMAN NO.16 KERTOSONO.","RS_RUJUKAN_PROVINSI","NGANJUK, JAWA TIMUR"
" RS UMUM DAERAH  KAB.BELITUNG TIMUR","1906014", 125,NA, -2.87690000,107.91300000,"JL. RAYA MANGGAR GANTUNG DESA PADANG KECAMATAN MANGGAR","RS_RUJUKAN_PROVINSI","BELITUNG TIMUR, KEPULAUAN BANGKA BELITUNG"
"RS MUHAMMADIYAH AHMAD DAHLAN","3571122", 259,"(0354) 773115", -7.78915600,112.00087200,"JL. GATOT SUBROTO NO. 84 NGAMPEL MOJOROTO KEDIRI","RS_RUJUKAN_PROVINSI","KOTA KEDIRI, JAWA TIMUR"
"RS UMUM DAERAH AL IHSAN PROVINSI JAWA BARAT","3204086", 462,"(022) 5940872", -7.00810000,107.62400000,"JL. KI ASTRAMANGGALA BALE ENDAH KAB. BANDUNG","RS_RUJUKAN_PROVINSI","BANDUNG, JAWA BARAT"
"RS UMUM MEDISTRA","3171665", 188,"(021) 5210200", -6.23979000,106.83373200,"JL. GATOT SUBROTO KAV  59,","RS_RUJUKAN_PROVINSI","JAKARTA SELATAN, DKI JAKARTA"
"RSU MELANIA","3271161", 100,"+622518321196", -6.59543800,106.83863700,"JL. PAHLAWAN NO.91, RT.01/RW.16, BONDONGAN, KEC. BOGOR SEL., KOTA BOGOR, JAWA BARAT 16131","RS_RUJUKAN_PROVINSI","KOTA BOGOR, JAWA BARAT"
"RS KHUSUS DAERAH DADI","7371096", 481,"(0411) 873120", -5.15192200,119.42270200,"JL. LANTO DG. PASEWANG NO. 34 MAKASSAR","RS_RUJUKAN_PROVINSI","KOTA MAKASSAR, SULAWESI SELATAN"
"RS UMUM UNIVERSITAS SEBELAS MARET","3311228", 153,"(0271) 6775000", -7.55856400,110.77297800,"JL. A. YANI NO.200, DUSUN II, MAKAMHAJI, KEC. KARTASURA, KABUPATEN SUKOHARJO, JAWA TENGAH 57161","RS_RUJUKAN_PROVINSI","SUKOHARJO, JAWA TENGAH"
"RS UMUM DAERAH KOTA BANDUNG","3273405", 215,"", -6.91530000,107.69900000,"JL. RUMAH SAKIT 22 UJUNG BERUNG, KOTA BANDUNG","RS_RUJUKAN_PROVINSI","KOTA BANDUNG, JAWA BARAT"
"RS TK III REKSODIWIRYO PADANG","1371021", 172,"(0751) 23312", -0.95075800,100.37198800,"JL. DR. WAHIDIN NO.1, GANTING PARAK GADANG, KEC. PADANG TIM., KOTA PADANG, SUMATERA BARAT 25132","RS_RUJUKAN_PROVINSI","KOTA PADANG, SUMATERA BARAT"
"RS UMUM BHAKTI MULIA","3174030",  96,"(021) 5481625", -6.19963432,106.80056568,"JL. KS TUBUN NO.79 SLIPI JAKBAR","RS_RUJUKAN_PROVINSI","JAKARTA BARAT, DKI JAKARTA"
"RS UMUM HUSADA","3173040", 206,"(021) 6260108", -6.14750000,106.82947800,"JL. RAYA MANGGA BESAR NO.137/139 JAKPUS","RS_RUJUKAN_PROVINSI","JAKARTA PUSAT, DKI JAKARTA"
"RS UMUM DAERAH PEMANGKAT","6101033", 153,"(0562) 241203",  1.17533000,108.97000000,"JALAN. ABDUL KADIR KASIM NO. 20 PEMANGKAT","RS_RUJUKAN_PROVINSI","SAMBAS, KALIMANTAN BARAT"
"RS UMUM  PELABUHAN TG.PRIOK","3175042", 154,"(021) 4403026", -6.12500000,106.91800000,"JL. KRAMAT JAYA TG PRIOK JAKUT","RS_RUJUKAN_PROVINSI","JAKARTA UTARA, DKI JAKARTA"
"RS UMUM DAERAH KABUPATEN MIMIKA","9212011", 213,"(0901) 407666", -4.57931900,136.89712000,"JL. YOSUDASO, WONOSARI JAYA, KEC. MIMIKA BARU, KABUPATEN MIMIKA, PAPUA 99971","RS_RUJUKAN_PROVINSI","MIMIKA, PAPUA"
"RS UMUM DAERAH DR. SOEGIRI LAMONGAN","3524016", 423,"(0322) 321718", -7.11444700,112.41027900,"JL. KUSUMA BANGSA NO. 7 LAMONGAN","RS_RUJUKAN_PROVINSI","LAMONGAN, JAWA TIMUR"
